Nombre de la carrera,Dirección,Área del conocimiento,Datos Estadísticos (DGAE-UNAM),Aciertos Mínimos por Examen de Selección,Promedio de corte pase reglamentado,Cupo,Características del aspirante,Descripción de la carrera,Palabras asociadas,Latitud,Longitud,
Ciencias Agrogenómicas - ENES León,"ENES Unidad León, Guanajuato","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 58. La asignación total de lugares para esta carrera fue de 41, por lo que de cada 1 estudiante que demandó la carrera, ingresó 1. El 66% del alumnado de primer ingreso son mujeres y 34% hombres.",ENES Unidad León: 45,ENES Unidad León: 7.50,Información no disponible,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en biología, química y genética. Interés por la investigación genómica aplicada al mejoramiento de cultivos y la producción agrícola.","La licenciatura forma profesionales que aplican el conocimiento de la genómica y la biotecnología para resolver problemas del sector agropecuario, desarrollando variedades mejoradas de plantas y microorganismos que optimicen la producción de alimentos.","genómica, agricultura, biotecnología, mejoramiento genético, cultivos, agrobiotecnología, investigación agrícola","21,0382","-101,6589",
Ciencias Ambientales - ENES Morelia,"ENES Unidad Morelia, Michoacán","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 421. La asignación total de lugares para esta carrera fue de 111, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 56% del alumnado de primer ingreso son mujeres y 44% hombres.",ENES Unidad Morelia: 69,ENES Unidad Morelia: 7.96,Asignación total de 111 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud o Físico-Matemáticas. Interés por la problemática ambiental, los ecosistemas y la sustentabilidad. Capacidad de análisis y síntesis, gusto por el trabajo de campo y vocación social.","El licenciado en Ciencias Ambientales analiza la problemática ambiental desde una perspectiva interdisciplinaria, integrando las ciencias naturales y sociales para proponer soluciones que promuevan el manejo sustentable de los recursos naturales.","ciencias ambientales, medio ambiente, ecología, sustentabilidad, recursos naturales, gestión ambiental, impacto ambiental","19,649","-101,225",
Ciencia de Datos - ENES León,"ENES Unidad León, Guanajuato",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 412. La asignación total de lugares para esta carrera fue de 78, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 33% del alumnado de primer ingreso son mujeres y 67% hombres.",ENES Unidad León: 85,ENES Unidad León: 8.36,Información no disponible,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Sólidos conocimientos de matemáticas, estadística y computación. Habilidad para el razonamiento lógico, la resolución de problemas y el manejo de grandes volúmenes de información.","El licenciado en Ciencia de Datos es un profesional que utiliza métodos científicos, algoritmos y sistemas para extraer conocimiento y perspectivas de datos estructurados y no estructurados, apoyando la toma de decisiones en organizaciones.","ciencia de datos, big data, estadística, matemáticas aplicadas, programación, inteligencia artificial, machine learning, análisis de datos","21,0382","-101,6589",
Ciencias de la Computación - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,905. La asignación total de lugares para esta carrera fue de 304, por lo que de cada 10 estudiantes que demandaron la carrera, ingresó 1. El 25% del alumnado de primer ingreso son mujeres y 75% hombres.",Facultad de Ciencias: 104,Facultad de Ciencias: 8.85,Asignación total de 304 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Conocimientos sólidos en matemáticas y lógica. Gusto por la tecnología, la programación y la resolución de problemas abstractos. Capacidad de análisis y síntesis.","El Licenciado en Ciencias de la Computación es el profesional que estudia los fundamentos teóricos de la información y la computación, y su aplicación en sistemas computacionales para resolver problemas de diversas disciplinas.","computación, ciencias de la computación, programación, algoritmos, inteligencia artificial, teoría de la computación, software, sistemas","19,3243","-99,1796",
Ciencias de la Comunicación - FCPyS,"Facultad de Ciencias Políticas y Sociales, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 9,839. La asignación total de lugares para esta carrera fue de 1,426, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",FCPyS: 80,FCPyS: 8.00,"Asignación total de 1,426 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales o Humanidades y Artes. Habilidad para la expresión oral y escrita. Interés por los medios de comunicación, la cultura, la política y los fenómenos sociales. Capacidad crítica y analítica.","El comunicólogo estudia los procesos de comunicación humana en sus diversos niveles y modalidades. Analiza, produce y evalúa mensajes para medios masivos y organizacionales, comprendiendo el impacto social de los mismos.","comunicación, medios de comunicación, periodismo, comunicación organizacional, publicidad, propaganda, medios digitales","19,3158","-99,1805",
Ciencias de la Comunicación - FES Acatlán,"FES Acatlán, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 9,839. La asignación total de lugares para esta carrera fue de 1,426, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",FES Acatlán: 71,FES Acatlán: 7.86,"Asignación total de 1,426 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales o Humanidades y Artes. Habilidad para la expresión oral y escrita. Interés por los medios de comunicación, la cultura, la política y los fenómenos sociales. Capacidad crítica y analítica.","El comunicólogo estudia los procesos de comunicación humana en sus diversos niveles y modalidades. Analiza, produce y evalúa mensajes para medios masivos y organizacionales, comprendiendo el impacto social de los mismos.","comunicación, medios de comunicación, periodismo, comunicación organizacional, publicidad, propaganda, medios digitales","19,5135","-99,2484",
Ciencias de la Comunicación - FES Aragón,"FES Aragón, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 9,839. La asignación total de lugares para esta carrera fue de 1,426, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",FES Aragón: 73,FES Aragón: 7.86,"Asignación total de 1,426 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales o Humanidades y Artes. Habilidad para la expresión oral y escrita. Interés por los medios de comunicación, la cultura, la política y los fenómenos sociales. Capacidad crítica y analítica.","El comunicólogo estudia los procesos de comunicación humana en sus diversos niveles y modalidades. Analiza, produce y evalúa mensajes para medios masivos y organizacionales, comprendiendo el impacto social de los mismos.","comunicación, medios de comunicación, periodismo, comunicación organizacional, publicidad, propaganda, medios digitales","19,4799","-99,0481",
Ciencias de la Tierra - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 363. La asignación total de lugares para esta carrera fue de 126, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",Facultad de Ciencias: 69,Facultad de Ciencias: 8.20,Asignación total de 126 lugares (conjunto con ENES Juriquilla),"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por el estudio del planeta, los fenómenos naturales, los recursos terrestres y el medio ambiente. Gusto por el trabajo de campo y de laboratorio.","El licenciado en Ciencias de la Tierra estudia el origen, evolución, estructura y dinámica del planeta, así como los procesos que lo modelan, para contribuir al conocimiento, exploración y aprovechamiento sustentable de los recursos terrestres.","ciencias de la tierra, geología, geofísica, sismología, vulcanología, recursos naturales, medio ambiente, ciencias espaciales","19,3243","-99,1796",
Ciencias de la Tierra - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 363. La asignación total de lugares para esta carrera fue de 126, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",ENES Juriquilla: 68,ENES Juriquilla: 7.60,Asignación total de 126 lugares (conjunto con Facultad de Ciencias),"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por el estudio del planeta, los fenómenos naturales, los recursos terrestres y el medio ambiente. Gusto por el trabajo de campo y de laboratorio.","El licenciado en Ciencias de la Tierra estudia el origen, evolución, estructura y dinámica del planeta, así como los procesos que lo modelan, para contribuir al conocimiento, exploración y aprovechamiento sustentable de los recursos terrestres.","ciencias de la tierra, geología, geofísica, sismología, vulcanología, recursos naturales, medio ambiente, ciencias espaciales","20,7033","-100,4487",
Ciencias Genómicas - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 565. La asignación total de lugares para esta carrera fue de 111, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 51% del alumnado de primer ingreso son mujeres y 49% hombres.",ENES Unidad Juriquilla: 95,ENES Unidad Juriquilla: 8.80,Asignación total de 111 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud o Físico-Matemáticas. Sólidos conocimientos en biología, química y matemáticas. Interés por la genética, la biología molecular y la bioinformática.",La Licenciatura en Ciencias Genómicas forma profesionales capaces de generar y analizar información genómica a gran escala mediante herramientas computacionales y matemáticas para entender los sistemas biológicos.,"genómica, bioinformática, biología molecular, genética, secuenciación, biotecnología, ciencias ómicas","20,7033","-100,4487",
Ciencias Políticas y Administración Pública - FCPyS,"Facultad de Ciencias Políticas y Sociales, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 10,049. La asignación total de lugares para esta carrera fue de 1,534, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 56% del alumnado de primer ingreso son mujeres y 44% hombres.",FCPyS: 85,FCPyS: 8.20,"Asignación total de 1,534 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales. Interés por la política, el gobierno, la administración pública y los problemas nacionales e internacionales. Capacidad de análisis crítico, argumentación y debate.","El politólogo y administrador público analiza el poder, el Estado, el gobierno y las políticas públicas. Está capacitado para participar en la gestión gubernamental, el análisis político y la consultoría en el sector público y privado.","ciencia política, administración pública, gobierno, políticas públicas, estado, relaciones de poder, gestión pública, análisis político","19,3158","-99,1805",
